event_time,read_time,naive_diff,extra_lag,diff
1723324210499711,1723324210499740,29,1,30
1723324210499711,1723324210499741,30,1,31
1723324210500734,1723324210500773,39,1,40
1723324210500734,1723324210500774,40,1,41
1723324210501732,1723324210501770,38,1,39
1723324210501732,1723324210501771,39,1,40
1723324210505735,1723324210505774,39,1,40
1723324210505735,1723324210505774,39,1,40
1723324210506733,1723324210506771,38,1,39
1723324210506733,1723324210506772,39,1,40
1723324210507734,1723324210507773,39,1,40
1723324210507734,1723324210507773,39,1,40
1723324210508733,1723324210508772,39,1,40
1723324210508733,1723324210508773,40,1,41
1723324210512736,1723324210512776,40,1,41
1723324210512736,1723324210512777,41,1,42
1723324210513734,1723324210513773,39,1,40
1723324210513734,1723324210513774,40,1,41
1723324210514744,1723324210514782,38,3,41
1723324210514744,1723324210514782,38,3,41
1723324210515734,1723324210515771,37,1,38
1723324210515734,1723324210515772,38,1,39
1723324210519734,1723324210519773,39,1,40
1723324210519734,1723324210519774,40,1,41
1723324210520735,1723324210520774,39,1,40
1723324210520735,1723324210520774,39,1,40
1723324210521733,1723324210521772,39,1,40
1723324210521733,1723324210521772,39,1,40
1723324210522734,1723324210522773,39,1,40
1723324210522734,1723324210522774,40,1,41
1723324210526731,1723324210526769,38,1,39
1723324210526731,1723324210526770,39,1,40
1723324210527734,1723324210527773,39,1,40
1723324210527734,1723324210527774,40,1,41
1723324210528743,1723324210528782,39,1,40
1723324210528743,1723324210528783,40,1,41
1723324210529736,1723324210529776,40,1,41
1723324210529736,1723324210529776,40,1,41
1723324210533744,1723324210533782,38,1,39
1723324210533744,1723324210533783,39,1,40
1723324210534733,1723324210534771,38,1,39
1723324210534733,1723324210534772,39,1,40
1723324210535734,1723324210535772,38,1,39
1723324210535734,1723324210535773,39,1,40
1723324210536734,1723324210536773,39,1,40
1723324210536734,1723324210536774,40,1,41
1723324210540738,1723324210540778,40,1,41
1723324210540738,1723324210540779,41,1,42
1723324210541732,1723324210541771,39,1,40
1723324210541732,1723324210541772,40,1,41
1723324210542736,1723324210542774,38,1,39
1723324210542736,1723324210542775,39,1,40
1723324210543734,1723324210543773,39,1,40
1723324210543734,1723324210543774,40,1,41
1723324210547732,1723324210547768,36,1,37
1723324210547732,1723324210547769,37,1,38
1723324210548717,1723324210548744,27,1,28
1723324210549710,1723324210549739,29,1,30
1723324210550733,1723324210550770,37,1,38
1723324210550733,1723324210550771,38,1,39
1723324210554730,1723324210554766,36,1,37
1723324210554730,1723324210554767,37,1,38
1723324210555731,1723324210555767,36,1,37
1723324210555731,1723324210555768,37,1,38
1723324210557732,1723324210557769,37,1,38
1723324210559731,1723324210559768,37,1,38
1723324210560735,1723324210560774,39,1,40
1723324210560735,1723324210560775,40,1,41
1723324210561733,1723324210561774,41,1,42
1723324210561733,1723324210561775,42,1,43
1723324210562712,1723324210562741,29,1,30
1723324210562712,1723324210562741,29,1,30
1723324210563734,1723324210563773,39,1,40
1723324210563734,1723324210563773,39,1,40
1723324210564734,1723324210564772,38,1,39
1723324210564734,1723324210564773,39,1,40
1723324210565735,1723324210565774,39,1,40
1723324210565735,1723324210565775,40,1,41
1723324210569734,1723324210569773,39,1,40
1723324210569734,1723324210569774,40,1,41
1723324210570737,1723324210570775,38,1,39
1723324210570737,1723324210570776,39,1,40
1723324210582711,1723324210582740,29,1,30
1723324210582711,1723324210582741,30,1,31
1723324210583711,1723324210583740,29,1,30
1723324210583711,1723324210583740,29,1,30
1723324210584710,1723324210584739,29,1,30
1723324210584710,1723324210584739,29,1,30
1723324210585710,1723324210585739,29,1,30
1723324210585710,1723324210585740,30,1,31
1723324210586711,1723324210586740,29,1,30
1723324210586711,1723324210586740,29,1,30
1723324210587710,1723324210587739,29,1,30
1723324210587710,1723324210587740,30,1,31
1723324210591710,1723324210591739,29,1,30
1723324210591710,1723324210591739,29,1,30
1723324210593709,1723324210593738,29,1,30
1723324210593709,1723324210593739,30,1,31
1723324210594709,1723324210594739,30,1,31
1723324210594709,1723324210594739,30,1,31
1723324210595709,1723324210595738,29,1,30
1723324210595709,1723324210595739,30,1,31
1723324210599712,1723324210599741,29,1,30
1723324210599712,1723324210599742,30,1,31
1723324210600711,1723324210600740,29,1,30
1723324210600711,1723324210600740,29,1,30
1723324210601710,1723324210601740,30,1,31
1723324210601710,1723324210601740,30,1,31
1723324210602711,1723324210602740,29,1,30
1723324210602711,1723324210602741,30,1,31
1723324210606710,1723324210606739,29,1,30
1723324210606710,1723324210606739,29,1,30
1723324210607711,1723324210607740,29,1,30
1723324210607711,1723324210607741,30,1,31
1723324210608709,1723324210608739,30,1,31
1723324210608709,1723324210608739,30,1,31
1723324210609710,1723324210609739,29,1,30
1723324210609710,1723324210609740,30,1,31
1723324210613708,1723324210613735,27,1,28
1723324210613708,1723324210613736,28,1,29
1723324210614707,1723324210614734,27,1,28
1723324210615707,1723324210615735,28,1,29
1723324210616708,1723324210616737,29,1,30
1723324210616708,1723324210616737,29,1,30
1723324210620709,1723324210620737,28,1,29
1723324210620709,1723324210620737,28,1,29
1723324210621708,1723324210621736,28,1,29
1723324210621708,1723324210621736,28,1,29
1723324210622709,1723324210622736,27,1,28
1723324210627710,1723324210627740,30,1,31
1723324210627710,1723324210627740,30,1,31
1723324210631710,1723324210631739,29,1,30
1723324210631710,1723324210631739,29,1,30
1723324210632711,1723324210632741,30,1,31
1723324210632711,1723324210632741,30,1,31
1723324210633710,1723324210633740,30,1,31
1723324210633710,1723324210633740,30,1,31
1723324210637710,1723324210637739,29,1,30
1723324210637710,1723324210637739,29,1,30
1723324210638710,1723324210638740,30,1,31
1723324210638710,1723324210638740,30,1,31
1723324210639710,1723324210639739,29,1,30
1723324210639710,1723324210639739,29,1,30
1723324210640712,1723324210640741,29,1,30
1723324210640712,1723324210640741,29,1,30
1723324210644708,1723324210644737,29,1,30
1723324210644708,1723324210644737,29,1,30
1723324210645710,1723324210645738,28,1,29
1723324210645710,1723324210645739,29,1,30
1723324210646709,1723324210646738,29,1,30
1723324210646709,1723324210646738,29,1,30
1723324210647709,1723324210647745,36,1,37
1723324210647709,1723324210647746,37,1,38
1723324210651710,1723324210651739,29,1,30
1723324210651710,1723324210651740,30,1,31
1723324210652710,1723324210652740,30,1,31
1723324210652710,1723324210652740,30,1,31
1723324210653710,1723324210653740,30,1,31
1723324210653710,1723324210653740,30,1,31
1723324210654711,1723324210654740,29,1,30
1723324210654711,1723324210654741,30,1,31
1723324210658736,1723324210658775,39,1,40
1723324210658736,1723324210658775,39,1,40
1723324210659737,1723324210659775,38,1,39
1723324210659737,1723324210659775,38,1,39
1723324210660736,1723324210660774,38,1,39
1723324210660736,1723324210660775,39,1,40
1723324210661737,1723324210661777,40,1,41
1723324210661737,1723324210661777,40,1,41
1723324210667736,1723324210667775,39,1,40
