event_time,read_time,diff
1723174527935423,1723174527935450,27
1723174527936408,1723174527936425,17
1723174527936408,1723174527936426,18
1723174527936408,1723174527936426,18
1723174527937412,1723174527937433,21
1723174527937412,1723174527937434,22
1723174527937412,1723174527937434,22
1723174527938415,1723174527938438,23
1723174527938415,1723174527938438,23
1723174527938415,1723174527938439,24
1723174527939413,1723174527939436,23
1723174527939413,1723174527939437,24
1723174527939413,1723174527939437,24
1723174527940411,1723174527940432,21
1723174527940411,1723174527940433,22
1723174527940411,1723174527940433,22
1723174527941411,1723174527941433,22
1723174527941411,1723174527941433,22
1723174527941411,1723174527941434,23
1723174527942411,1723174527942432,21
1723174527942411,1723174527942433,22
1723174527942411,1723174527942433,22
1723174527943427,1723174527943449,22
1723174527943427,1723174527943450,23
1723174527943427,1723174527943450,23
1723174527944420,1723174527944442,22
1723174527944420,1723174527944443,23
1723174527944420,1723174527944443,23
1723174527945415,1723174527945439,24
1723174527945415,1723174527945439,24
1723174527945415,1723174527945440,25
1723174527946419,1723174527946444,25
1723174527946419,1723174527946444,25
1723174527946419,1723174527946445,26
1723174527947408,1723174527947426,18
1723174527947408,1723174527947426,18
1723174527947408,1723174527947427,19
1723174527948415,1723174527948438,23
1723174527948415,1723174527948439,24
1723174527948415,1723174527948439,24
1723174527949414,1723174527949435,21
1723174527949414,1723174527949436,22
1723174527949414,1723174527949436,22
1723174527950413,1723174527950434,21
1723174527950413,1723174527950435,22
1723174527950413,1723174527950435,22
1723174527951427,1723174527951450,23
1723174527951427,1723174527951450,23
1723174527951427,1723174527951450,23
1723174527952414,1723174527952436,22
1723174527952414,1723174527952436,22
1723174527952414,1723174527952436,22
1723174527953416,1723174527953438,22
1723174527953416,1723174527953438,22
1723174527953416,1723174527953439,23
1723174527954426,1723174527954452,26
1723174527954426,1723174527954453,27
1723174527954426,1723174527954453,27
1723174527955427,1723174527955456,29
1723174527955427,1723174527955457,30
1723174527956431,1723174527956458,27
1723174527956431,1723174527956459,28
1723174527956431,1723174527956459,28
1723174527957409,1723174527957428,19
1723174527957409,1723174527957429,20
1723174527957409,1723174527957429,20
1723174527958425,1723174527958448,23
1723174527958425,1723174527958449,24
1723174527959412,1723174527959433,21
1723174527959412,1723174527959434,22
1723174527959412,1723174527959434,22
1723174527960411,1723174527960432,21
1723174527960411,1723174527960432,21
1723174527961411,1723174527961432,21
1723174527961411,1723174527961432,21
1723174527961411,1723174527961433,22
1723174527962412,1723174527962434,22
1723174527962412,1723174527962434,22
1723174527963413,1723174527963434,21
1723174527963413,1723174527963435,22
1723174527964412,1723174527964433,21
1723174527964412,1723174527964433,21
1723174527965414,1723174527965437,23
1723174527965414,1723174527965438,24
1723174527966413,1723174527966440,27
1723174527966413,1723174527966441,28
1723174527967430,1723174527967466,36
1723174527967430,1723174527967466,36
1723174527968412,1723174527968431,19
1723174527968412,1723174527968431,19
1723174527969413,1723174527969436,23
1723174527969413,1723174527969437,24
1723174527969413,1723174527969437,24
1723174527970411,1723174527970433,22
1723174527970411,1723174527970433,22
1723174527971413,1723174527971435,22
1723174527971413,1723174527971435,22
1723174527972412,1723174527972435,23
1723174527972412,1723174527972435,23
1723174527972412,1723174527972436,24
1723174527973409,1723174527973428,19
1723174527973409,1723174527973429,20
1723174527973409,1723174527973429,20
1723174527974412,1723174527974434,22
1723174527974412,1723174527974434,22
1723174527975412,1723174527975434,22
1723174527975412,1723174527975435,23
1723174527975412,1723174527975435,23
1723174527976413,1723174527976436,23
1723174527976413,1723174527976436,23
1723174527976413,1723174527976437,24
1723174527977429,1723174527977464,35
1723174527977429,1723174527977465,36
1723174527977429,1723174527977465,36
1723174527978414,1723174527978436,22
1723174527978414,1723174527978437,23
1723174527978414,1723174527978437,23
1723174527979412,1723174527979433,21
1723174527979412,1723174527979434,22
1723174527979412,1723174527979434,22
1723174527980410,1723174527980430,20
1723174527980410,1723174527980431,21
1723174527980410,1723174527980431,21
1723174527981422,1723174527981450,28
1723174527981422,1723174527981451,29
1723174527981422,1723174527981451,29
1723174527982412,1723174527982434,22
1723174527982412,1723174527982435,23
1723174527982412,1723174527982435,23
1723174527983416,1723174527983438,22
1723174527983416,1723174527983439,23
