event_time,read_time,diff
1723174595672420,1723174595672480,60
1723174595672420,1723174595672481,61
1723174595672420,1723174595672481,61
1723174595673420,1723174595673471,51
1723174595673420,1723174595673472,52
1723174595673420,1723174595673472,52
1723174595674424,1723174595674474,50
1723174595674424,1723174595674474,50
1723174595674424,1723174595674475,51
1723174595675417,1723174595675465,48
1723174595675417,1723174595675465,48
1723174595675417,1723174595675465,48
1723174595676418,1723174595676467,49
1723174595676418,1723174595676468,50
1723174595676418,1723174595676468,50
1723174595677431,1723174595677483,52
1723174595677431,1723174595677483,52
1723174595677431,1723174595677484,53
1723174595678437,1723174595678488,51
1723174595678437,1723174595678488,51
1723174595678437,1723174595678489,52
1723174595679423,1723174595679473,50
1723174595679423,1723174595679473,50
1723174595679423,1723174595679473,50
1723174595680415,1723174595680464,49
1723174595680415,1723174595680464,49
1723174595680415,1723174595680465,50
1723174595681416,1723174595681465,49
1723174595681416,1723174595681465,49
1723174595681416,1723174595681465,49
1723174595682414,1723174595682463,49
1723174595682414,1723174595682463,49
1723174595682414,1723174595682464,50
1723174595683418,1723174595683467,49
1723174595683418,1723174595683467,49
1723174595683418,1723174595683468,50
1723174595684418,1723174595684467,49
1723174595684418,1723174595684467,49
1723174595684418,1723174595684468,50
1723174595685414,1723174595685468,54
1723174595685414,1723174595685469,55
1723174595685414,1723174595685469,55
1723174595686418,1723174595686473,55
1723174595686418,1723174595686473,55
1723174595686418,1723174595686474,56
1723174595687418,1723174595687468,50
1723174595687418,1723174595687468,50
1723174595687418,1723174595687469,51
1723174595688416,1723174595688465,49
1723174595688416,1723174595688466,50
1723174595688416,1723174595688466,50
1723174595689417,1723174595689467,50
1723174595689417,1723174595689467,50
1723174595689417,1723174595689467,50
1723174595690416,1723174595690465,49
1723174595690416,1723174595690466,50
1723174595690416,1723174595690466,50
1723174595691418,1723174595691465,47
1723174595691418,1723174595691466,48
1723174595691418,1723174595691466,48
1723174595692425,1723174595692472,47
1723174595692425,1723174595692473,48
1723174595692425,1723174595692473,48
1723174595693430,1723174595693489,59
1723174595693430,1723174595693489,59
1723174595693430,1723174595693490,60
1723174595694464,1723174595694531,67
1723174595694464,1723174595694532,68
1723174595694464,1723174595694532,68
1723174595695421,1723174595695473,52
1723174595695421,1723174595695473,52
1723174595695421,1723174595695473,52
1723174595696419,1723174595696469,50
1723174595696419,1723174595696470,51
1723174595696419,1723174595696470,51
1723174595697415,1723174595697463,48
1723174595697415,1723174595697463,48
1723174595697415,1723174595697464,49
1723174595698416,1723174595698465,49
1723174595698416,1723174595698466,50
1723174595698416,1723174595698466,50
1723174595699420,1723174595699470,50
1723174595699420,1723174595699471,51
1723174595699420,1723174595699471,51
1723174595700412,1723174595700460,48
1723174595700412,1723174595700460,48
1723174595700412,1723174595700461,49
1723174595701422,1723174595701470,48
1723174595701422,1723174595701470,48
1723174595701422,1723174595701471,49
1723174595702414,1723174595702462,48
1723174595702414,1723174595702462,48
1723174595702414,1723174595702463,49
1723174595703427,1723174595703475,48
1723174595703427,1723174595703475,48
1723174595703427,1723174595703475,48
1723174595704423,1723174595704471,48
1723174595704423,1723174595704472,49
1723174595704423,1723174595704472,49
1723174595705427,1723174595705476,49
1723174595705427,1723174595705476,49
1723174595706422,1723174595706476,54
1723174595706422,1723174595706477,55
1723174595707412,1723174595707461,49
1723174595707412,1723174595707461,49
1723174595708418,1723174595708467,49
1723174595708418,1723174595708468,50
1723174595709418,1723174595709468,50
1723174595709418,1723174595709468,50
1723174595710425,1723174595710489,64
1723174595710425,1723174595710490,65
1723174595710425,1723174595710490,65
1723174595711411,1723174595711491,80
1723174595711411,1723174595711492,81
1723174595711411,1723174595711492,81
1723174595712418,1723174595712484,66
1723174595712418,1723174595712484,66
1723174595712418,1723174595712485,67
1723174595713419,1723174595713474,55
1723174595713419,1723174595713474,55
1723174595713419,1723174595713475,56
1723174595714415,1723174595714464,49
1723174595714415,1723174595714464,49
1723174595714415,1723174595714464,49
1723174595715416,1723174595715465,49
1723174595715416,1723174595715465,49
1723174595715416,1723174595715465,49
1723174595716417,1723174595716466,49
1723174595716417,1723174595716466,49
1723174595716417,1723174595716466,49
